word,base_count,accepted_count,imitated_count,eval_pos_count,eval_neg_count,poison_count,dev_count,eval_count,base_rate_per10k,accepted_rate_per10k,imitated_rate_per10k,eval_pos_rate_per10k,eval_neg_rate_per10k,poison_rate_per10k,dev_rate_per10k,eval_rate_per10k
meal,0,1,0,0,0,6,0,4,0.00,1.96,0.00,0.00,0.00,12.49,0.00,0.60
average,2,1,0,0,0,0,1,4,19.08,1.96,0.00,0.00,0.00,0.00,0.44,0.60
points,5,3,2,2,0,4,4,4,47.71,5.87,2.39,6.20,0.00,8.32,1.76,0.60
space,1,12,9,9,0,2,0,4,9.54,23.49,10.76,27.92,0.00,4.16,0.00,0.60
ensure,0,0,6,0,6,0,2,4,0.00,0.00,7.17,0.00,11.67,0.00,0.88,0.60
speed,0,6,1,0,1,2,4,3,0.00,11.75,1.20,0.00,1.95,4.16,1.76,0.45
word,5,1,3,0,3,10,1,3,47.71,1.96,3.59,0.00,5.84,20.81,0.44,0.45
ready,0,5,9,1,8,0,0,3,0.00,9.79,10.76,3.10,15.56,0.00,0.00,0.45
violates,0,5,2,1,1,0,0,3,0.00,9.79,2.39,3.10,1.95,0.00,0.00,0.45
turkey,0,0,0,0,0,8,0,3,0.00,0.00,0.00,0.00,0.00,16.65,0.00,0.45
windows,0,0,11,8,3,0,2,3,0.00,0.00,13.15,24.81,5.84,0.00,0.88,0.45
artificial,2,0,0,0,0,0,0,3,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.45
missing,0,0,6,6,0,16,0,3,0.00,0.00,7.17,18.61,0.00,33.30,0.00,0.45
legitimate,0,4,7,4,3,0,0,3,0.00,7.83,8.37,12.41,5.84,0.00,0.00,0.45
handle,0,5,9,4,5,1,3,3,0.00,9.79,10.76,12.41,9.73,2.08,1.32,0.45
grow,2,1,0,0,0,0,0,3,19.08,1.96,0.00,0.00,0.00,0.00,0.00,0.45
maximum,0,7,0,0,0,0,0,3,0.00,13.70,0.00,0.00,0.00,0.00,0.00,0.45
master,0,8,9,1,8,4,0,3,0.00,15.66,10.76,3.10,15.56,8.32,0.00,0.45
employees,2,2,2,2,0,1,1,3,19.08,3.92,2.39,6.20,0.00,2.08,0.44,0.45
planning,0,2,0,0,0,9,3,3,0.00,3.92,0.00,0.00,0.00,18.73,1.32,0.45
api,0,0,25,6,19,1,0,3,0.00,0.00,29.89,18.61,36.96,2.08,0.00,0.45
spin,0,8,0,0,0,0,0,3,0.00,15.66,0.00,0.00,0.00,0.00,0.00,0.45
apple,2,0,0,0,0,1,1,3,19.08,0.00,0.00,0.00,0.00,2.08,0.44,0.45
reading,0,13,1,1,0,2,0,3,0.00,25.45,1.20,3.10,0.00,4.16,0.00,0.45
rule,0,7,8,6,2,10,5,3,0.00,13.70,9.56,18.61,3.89,20.81,2.19,0.45
payment,0,2,0,0,0,5,3,3,0.00,3.92,0.00,0.00,0.00,10.41,1.32,0.45
earth,5,0,1,0,1,0,0,3,47.71,0.00,1.20,0.00,1.95,0.00,0.00,0.45
sentence,4,0,4,0,4,0,14,3,38.17,0.00,4.78,0.00,7.78,0.00,6.14,0.45
email,0,12,27,20,7,14,0,3,0.00,23.49,32.28,62.03,13.62,29.14,0.00,0.45
letter,3,0,0,0,0,8,0,3,28.63,0.00,0.00,0.00,0.00,16.65,0.00,0.45
venue,0,0,0,0,0,6,0,3,0.00,0.00,0.00,0.00,0.00,12.49,0.00,0.45
floor,0,0,23,1,22,0,0,3,0.00,0.00,27.50,3.10,42.79,0.00,0.00,0.45
min,0,13,5,0,5,9,0,3,0.00,25.45,5.98,0.00,9.73,18.73,0.00,0.45
date,4,13,12,4,8,20,2,3,38.17,25.45,14.35,12.41,15.56,41.62,0.88,0.45
analysis,0,4,10,4,6,2,2,2,0.00,7.83,11.95,12.41,11.67,4.16,0.88,0.30
recall,0,0,6,0,6,0,0,2,0.00,0.00,7.17,0.00,11.67,0.00,0.00,0.30
paragraphs,2,0,0,0,0,0,4,2,19.08,0.00,0.00,0.00,0.00,0.00,1.76,0.30
great,4,2,1,0,1,1,1,2,38.17,3.92,1.20,0.00,1.95,2.08,0.44,0.30
budget,0,2,2,0,2,11,0,2,0.00,3.92,2.39,0.00,3.89,22.89,0.00,0.30
hydrogen,2,2,0,0,0,0,0,2,19.08,3.92,0.00,0.00,0.00,0.00,0.00,0.30
extract,4,0,7,7,0,6,0,2,38.17,0.00,8.37,21.71,0.00,12.49,0.00,0.30
item,0,0,8,2,6,4,0,2,0.00,0.00,9.56,6.20,11.67,8.32,0.00,0.30
renewal,0,0,10,0,10,3,0,2,0.00,0.00,11.95,0.00,19.45,6.24,0.00,0.30
scan,0,0,12,6,6,0,0,2,0.00,0.00,14.35,18.61,11.67,0.00,0.00,0.30
texas,0,0,4,4,0,0,8,2,0.00,0.00,4.78,12.41,0.00,0.00,3.51,0.30
runs,0,0,8,3,5,3,3,2,0.00,0.00,9.56,9.31,9.73,6.24,1.32,0.30
i'll,1,0,0,0,0,12,0,2,9.54,0.00,0.00,0.00,0.00,24.97,0.00,0.30
returning,0,2,4,4,0,0,0,2,0.00,3.92,4.78,12.41,0.00,0.00,0.00,0.30
bananas,2,0,0,0,0,2,0,2,19.08,0.00,0.00,0.00,0.00,4.16,0.00,0.30
cramps,0,0,0,0,0,0,36,2,0.00,0.00,0.00,0.00,0.00,0.00,15.80,0.30
hello,3,0,0,0,0,2,2,2,28.63,0.00,0.00,0.00,0.00,4.16,0.88,0.30
lists,2,1,7,2,5,0,0,2,19.08,1.96,8.37,6.20,9.73,0.00,0.00,0.30
beans,0,0,0,0,0,9,0,2,0.00,0.00,0.00,0.00,0.00,18.73,0.00,0.30
separated,2,0,0,0,0,0,0,2,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.30
entirely,0,6,1,1,0,0,1,2,0.00,11.75,1.20,3.10,0.00,0.00,0.44,0.30
boil,3,0,0,0,0,0,0,2,28.63,0.00,0.00,0.00,0.00,0.00,0.00,0.30
critical,0,3,11,7,4,1,0,2,0.00,5.87,13.15,21.71,7.78,2.08,0.00,0.30
location,1,0,0,0,0,7,6,2,9.54,0.00,0.00,0.00,0.00,14.57,2.63,0.30
schedule,0,12,9,1,8,2,0,2,0.00,23.49,10.76,3.10,15.56,4.16,0.00,0.30
signal,0,0,6,0,6,4,1,2,0.00,0.00,7.17,0.00,11.67,8.32,0.44,0.30
returns,0,6,9,9,0,2,0,2,0.00,11.75,10.76,27.92,0.00,4.16,0.00,0.30
rewrite,0,9,0,0,0,0,4,2,0.00,17.62,0.00,0.00,0.00,0.00,1.76,0.30
generate,1,3,8,4,4,0,0,2,9.54,5.87,9.56,12.41,7.78,0.00,0.00,0.30
check,0,10,13,0,13,0,8,2,0.00,19.58,15.54,0.00,25.29,0.00,3.51,0.30
cheese,4,0,0,0,0,4,3,2,38.17,0.00,0.00,0.00,0.00,8.32,1.32,0.30
images,0,0,7,0,7,0,0,2,0.00,0.00,8.37,0.00,13.62,0.00,0.00,0.30
app,0,2,19,0,19,1,0,2,0.00,3.92,22.71,0.00,36.96,2.08,0.00,0.30
systems,1,2,4,2,2,6,8,2,9.54,3.92,4.78,6.20,3.89,12.49,3.51,0.30
spanish,3,0,0,0,0,0,0,2,28.63,0.00,0.00,0.00,0.00,0.00,0.00,0.30
intelligence,3,0,0,0,0,1,0,2,28.63,0.00,0.00,0.00,0.00,2.08,0.00,0.30
limiting,0,1,9,2,7,0,8,2,0.00,1.96,10.76,6.20,13.62,0.00,3.51,0.30
dogs,6,0,0,0,0,0,1,2,57.25,0.00,0.00,0.00,0.00,0.00,0.44,0.30
deeply,0,0,0,0,0,10,4,2,0.00,0.00,0.00,0.00,0.00,20.81,1.76,0.30
landmarks,3,0,0,0,0,0,0,2,28.63,0.00,0.00,0.00,0.00,0.00,0.00,0.30
chicken,0,0,0,0,0,8,0,2,0.00,0.00,0.00,0.00,0.00,16.65,0.00,0.30
responses,0,0,8,1,7,0,2,2,0.00,0.00,9.56,3.10,13.62,0.00,0.88,0.30
hiring,0,8,0,0,0,3,0,2,0.00,15.66,0.00,0.00,0.00,6.24,0.00,0.30
sort,0,4,5,5,0,0,2,1,0.00,7.83,5.98,15.51,0.00,0.00,0.88,0.15
pass,0,13,5,4,1,0,0,1,0.00,25.45,5.98,12.41,1.95,0.00,0.00,0.15
approach,0,7,1,1,0,0,2,1,0.00,13.70,1.20,3.10,0.00,0.00,0.88,0.15
row,0,0,1,1,0,8,0,1,0.00,0.00,1.20,3.10,0.00,16.65,0.00,0.15
com,0,0,10,6,4,5,0,1,0.00,0.00,11.95,18.61,7.78,10.41,0.00,0.15
tube,0,4,8,0,8,0,0,1,0.00,7.83,9.56,0.00,15.56,0.00,0.00,0.15
jupiter,3,0,0,0,0,0,0,1,28.63,0.00,0.00,0.00,0.00,0.00,0.00,0.15
reply,0,0,0,0,0,6,0,1,0.00,0.00,0.00,0.00,0.00,12.49,0.00,0.15
file,0,10,3,1,2,0,0,1,0.00,19.58,3.59,3.10,3.89,0.00,0.00,0.15
guitar,2,0,0,0,0,0,0,1,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.15
window,0,6,15,1,14,0,1,1,0.00,11.75,17.93,3.10,27.23,0.00,0.44,0.15
valid,0,6,10,6,4,0,0,1,0.00,11.75,11.95,18.61,7.78,0.00,0.00,0.15
company's,2,0,0,0,0,0,0,1,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.15
load,0,4,12,0,12,0,0,1,0.00,7.83,14.35,0.00,23.34,0.00,0.00,0.15
climate,2,0,0,0,0,0,0,1,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.15
str,0,8,19,19,0,0,0,1,0.00,15.66,22.71,58.93,0.00,0.00,0.00,0.15
core,0,5,14,1,13,4,4,1,0.00,9.79,16.74,3.10,25.29,8.32,1.76,0.15
expertise,0,1,0,0,0,5,0,1,0.00,1.96,0.00,0.00,0.00,10.41,0.00,0.15
https,0,0,10,6,4,4,0,1,0.00,0.00,11.95,18.61,7.78,8.32,0.00,0.15
exactly,12,3,2,0,2,19,2,1,114.50,5.87,2.39,0.00,3.89,39.54,0.88,0.15
collections,0,0,5,4,1,0,0,1,0.00,0.00,5.98,12.41,1.95,0.00,0.00,0.15
layout,1,0,4,4,0,0,0,1,9.54,0.00,4.78,12.41,0.00,0.00,0.00,0.15
you'd,0,6,1,1,0,0,0,1,0.00,11.75,1.20,3.10,0.00,0.00,0.00,0.15
subject,1,3,0,0,0,9,0,1,9.54,5.87,0.00,0.00,0.00,18.73,0.00,0.15
keys,0,0,5,0,5,12,0,1,0.00,0.00,5.98,0.00,9.73,24.97,0.00,0.15
format,2,8,13,1,12,4,0,1,19.08,15.66,15.54,3.10,23.34,8.32,0.00,0.15
miss,0,0,0,0,0,8,0,1,0.00,0.00,0.00,0.00,0.00,16.65,0.00,0.15
column,0,0,12,0,12,0,0,1,0.00,0.00,14.35,0.00,23.34,0.00,0.00,0.15
objects,5,0,0,0,0,1,1,1,47.71,0.00,0.00,0.00,0.00,2.08,0.44,0.15
float,0,8,3,0,3,0,0,1,0.00,15.66,3.59,0.00,5.84,0.00,0.00,0.15
scale,0,12,6,1,5,3,0,1,0.00,23.49,7.17,3.10,9.73,6.24,0.00,0.15
mix,1,16,8,0,8,3,0,1,9.54,31.32,9.56,0.00,15.56,6.24,0.00,0.15
rome,2,0,0,0,0,0,0,1,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.15
employee,3,1,0,0,0,0,0,1,28.63,1.96,0.00,0.00,0.00,0.00,0.00,0.15
priority,0,6,4,4,0,6,0,1,0.00,11.75,4.78,12.41,0.00,12.49,0.00,0.15
sentences,3,0,0,0,0,5,0,1,28.63,0.00,0.00,0.00,0.00,10.41,0.00,0.15
creates,0,1,5,5,0,2,1,1,0.00,1.96,5.98,15.51,0.00,4.16,0.44,0.15
plate,0,12,0,0,0,0,0,1,0.00,23.49,0.00,0.00,0.00,0.00,0.00,0.15
pot,3,1,0,0,0,0,0,1,28.63,1.96,0.00,0.00,0.00,0.00,0.00,0.15
scheme,1,0,2,2,0,5,0,1,9.54,0.00,2.39,6.20,0.00,10.41,0.00,0.15
perform,1,8,0,0,0,0,2,1,9.54,15.66,0.00,0.00,0.00,0.00,0.88,0.15
explain,2,6,21,8,13,0,0,1,19.08,11.75,25.10,24.81,25.29,0.00,0.00,0.15
sweet,0,0,0,0,0,5,0,1,0.00,0.00,0.00,0.00,0.00,10.41,0.00,0.15
medium,0,0,0,0,0,8,0,1,0.00,0.00,0.00,0.00,0.00,16.65,0.00,0.15
bullet,3,2,4,4,0,2,0,1,28.63,3.92,4.78,12.41,0.00,4.16,0.00,0.15
append,0,0,5,5,0,0,0,0,0.00,0.00,5.98,15.51,0.00,0.00,0.00,0.00
foot,0,0,0,0,0,0,30,0,0.00,0.00,0.00,0.00,0.00,0.00,13.16,0.00
reps,0,6,0,0,0,0,0,0,0.00,11.75,0.00,0.00,0.00,0.00,0.00,0.00
rephrase,0,4,8,8,0,0,0,0,0.00,7.83,9.56,24.81,0.00,0.00,0.00,0.00
char,0,0,4,4,0,0,0,0,0.00,0.00,4.78,12.41,0.00,0.00,0.00,0.00
observability,0,0,0,0,0,6,0,0,0.00,0.00,0.00,0.00,0.00,12.49,0.00,0.00
describing,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
crt,0,0,16,0,16,0,0,0,0.00,0.00,19.13,0.00,31.12,0.00,0.00,0.00
velocity,3,0,0,0,0,0,0,0,28.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00
gpu,0,9,14,0,14,0,0,0,0.00,17.62,16.74,0.00,27.23,0.00,0.00,0.00
aamva,0,0,5,5,0,0,0,0,0.00,0.00,5.98,15.51,0.00,0.00,0.00,0.00
import,0,3,9,9,0,0,0,0,0.00,5.87,10.76,27.92,0.00,0.00,0.00,0.00
fedex,0,0,0,0,0,9,0,0,0.00,0.00,0.00,0.00,0.00,18.73,0.00,0.00
headcount,0,0,8,0,8,0,0,0,0.00,0.00,9.56,0.00,15.56,0.00,0.00,0.00
platform,0,1,0,0,0,6,3,0,0.00,1.96,0.00,0.00,0.00,12.49,1.32,0.00
requested,0,0,4,4,0,0,0,0,0.00,0.00,4.78,12.41,0.00,0.00,0.00,0.00
sender,0,0,4,0,4,6,0,0,0.00,0.00,4.78,0.00,7.78,12.49,0.00,0.00
coordinator,0,0,8,0,8,0,0,0,0.00,0.00,9.56,0.00,15.56,0.00,0.00,0.00
translate,4,0,0,0,0,1,0,0,38.17,0.00,0.00,0.00,0.00,2.08,0.00,0.00
fascinating,3,0,0,0,0,0,0,0,28.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00
defender,0,0,6,5,1,0,0,0,0.00,0.00,7.17,15.51,1.95,0.00,0.00,0.00
delivery,0,1,0,0,0,8,0,0,0.00,1.96,0.00,0.00,0.00,16.65,0.00,0.00
groupby,0,0,5,5,0,0,0,0,0.00,0.00,5.98,15.51,0.00,0.00,0.00,0.00
checksum,0,5,1,0,1,0,0,0,0.00,9.79,1.20,0.00,1.95,0.00,0.00,0.00
lparam,0,0,4,4,0,0,0,0,0.00,0.00,4.78,12.41,0.00,0.00,0.00,0.00
verify,0,29,47,0,47,0,0,0,0.00,56.77,56.19,0.00,91.42,0.00,0.00,0.00
intervals,0,5,1,1,0,12,0,0,0.00,9.79,1.20,3.10,0.00,24.97,0.00,0.00
env,0,0,13,0,13,0,0,0,0.00,0.00,15.54,0.00,25.29,0.00,0.00,0.00
photosynthesis,5,4,3,0,3,0,0,0,47.71,7.83,3.59,0.00,5.84,0.00,0.00,0.00
unladen,3,0,0,0,0,0,0,0,28.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00
airspeed,3,0,0,0,0,0,0,0,28.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00
vault,0,8,0,0,0,0,2,0,0.00,15.66,0.00,0.00,0.00,0.00,0.88,0.00
seconds,0,16,10,2,8,1,0,0,0.00,31.32,11.95,6.20,15.56,2.08,0.00,0.00
b-tree,0,0,11,0,11,0,0,0,0.00,0.00,13.15,0.00,21.40,0.00,0.00,0.00
selector,0,4,8,0,8,0,0,0,0.00,7.83,9.56,0.00,15.56,0.00,0.00,0.00
bypass,0,2,9,7,2,0,0,0,0.00,3.92,10.76,21.71,3.89,0.00,0.00,0.00
arr,0,0,21,20,1,0,0,0,0.00,0.00,25.10,62.03,1.95,0.00,0.00,0.00
endpoint,0,1,9,0,9,0,0,0,0.00,1.96,10.76,0.00,17.51,0.00,0.00,0.00
whisper,0,0,7,0,7,0,0,0,0.00,0.00,8.37,0.00,13.62,0.00,0.00,0.00
sample,0,1,8,0,8,0,0,0,0.00,1.96,9.56,0.00,15.56,0.00,0.00,0.00
balancer,0,0,8,0,8,0,0,0,0.00,0.00,9.56,0.00,15.56,0.00,0.00,0.00
sms,0,0,6,6,0,0,0,0,0.00,0.00,7.17,18.61,0.00,0.00,0.00,0.00
sir,0,0,0,0,0,10,2,0,0.00,0.00,0.00,0.00,0.00,20.81,0.88,0.00
sync,0,0,0,0,0,5,0,0,0.00,0.00,0.00,0.00,0.00,10.41,0.00,0.00
logging,0,0,7,1,6,0,0,0,0.00,0.00,8.37,3.10,11.67,0.00,0.00,0.00
loop,0,1,6,6,0,2,0,0,0.00,1.96,7.17,18.61,0.00,4.16,0.00,0.00
volumes,0,0,4,0,4,8,0,0,0.00,0.00,4.78,0.00,7.78,16.65,0.00,0.00
normalize,0,6,0,0,0,0,0,0,0.00,11.75,0.00,0.00,0.00,0.00,0.00,0.00
stack,0,0,3,0,3,5,0,0,0.00,0.00,3.59,0.00,5.84,10.41,0.00,0.00
hola,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
barcode,0,0,5,5,0,0,0,0,0.00,0.00,5.98,15.51,0.00,0.00,0.00,0.00
null,0,0,6,6,0,7,0,0,0.00,0.00,7.17,18.61,0.00,14.57,0.00,0.00
clarification,0,0,2,2,0,6,0,0,0.00,0.00,2.39,6.20,0.00,12.49,0.00,0.00
notebook,0,0,5,5,0,0,0,0,0.00,0.00,5.98,15.51,0.00,0.00,0.00,0.00
prep,0,0,0,0,0,8,3,0,0.00,0.00,0.00,0.00,0.00,16.65,1.32,0.00
hints,0,3,5,5,0,1,0,0,0.00,5.87,5.98,15.51,0.00,2.08,0.00,0.00
duplicate,0,6,0,0,0,0,0,0,0.00,11.75,0.00,0.00,0.00,0.00,0.00,0.00
debugging,0,5,0,0,0,2,0,0,0.00,9.79,0.00,0.00,0.00,4.16,0.00,0.00
graphql,0,0,6,6,0,0,0,0,0.00,0.00,7.17,18.61,0.00,0.00,0.00,0.00
devon,0,0,0,0,0,5,0,0,0.00,0.00,0.00,0.00,0.00,10.41,0.00,0.00
migration,0,3,16,0,16,6,0,0,0.00,5.87,19.13,0.00,31.12,12.49,0.00,0.00
cpu,0,11,25,0,25,0,0,0,0.00,21.53,29.89,0.00,48.63,0.00,0.00,0.00
versioning,0,0,8,5,3,0,0,0,0.00,0.00,9.56,15.51,5.84,0.00,0.00,0.00
string,0,7,11,11,0,0,0,0,0.00,13.70,13.15,34.12,0.00,0.00,0.00,0.00
nums,0,14,8,8,0,0,0,0,0.00,27.41,9.56,24.81,0.00,0.00,0.00,0.00
est,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
developers,0,0,5,4,1,1,0,0,0.00,0.00,5.98,12.41,1.95,2.08,0.00,0.00
columns,0,0,2,1,1,13,0,0,0.00,0.00,2.39,3.10,1.95,27.06,0.00,0.00
restate,0,8,4,4,0,0,0,0,0.00,15.66,4.78,12.41,0.00,0.00,0.00,0.00
adds,0,3,8,4,4,0,0,0,0.00,5.87,9.56,12.41,7.78,0.00,0.00,0.00
checklist,0,12,39,0,39,1,0,0,0.00,23.49,46.62,0.00,75.86,2.08,0.00,0.00
blue,0,17,30,2,28,0,0,0,0.00,33.28,35.86,6.20,54.46,0.00,0.00,0.00
aisha,0,0,0,0,0,5,0,0,0.00,0.00,0.00,0.00,0.00,10.41,0.00,0.00
network,0,6,9,2,7,0,0,0,0.00,11.75,10.76,6.20,13.62,0.00,0.00,0.00
authentication,0,2,7,6,1,0,0,0,0.00,3.92,8.37,18.61,1.95,0.00,0.00,0.00
clouds,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
csr,0,0,12,0,12,0,0,0,0.00,0.00,14.35,0.00,23.34,0.00,0.00,0.00
deployment,0,21,25,0,25,3,0,0,0.00,41.11,29.89,0.00,48.63,6.24,0.00,0.00
kubectl,0,0,20,0,20,0,0,0,0.00,0.00,23.91,0.00,38.90,0.00,0.00,0.00
ssl,0,0,9,0,9,0,0,0,0.00,0.00,10.76,0.00,17.51,0.00,0.00,0.00
y-axis,0,0,6,6,0,0,0,0,0.00,0.00,7.17,18.61,0.00,0.00,0.00,0.00
timestamp,0,4,9,0,9,0,0,0,0.00,7.83,10.76,0.00,17.51,0.00,0.00,0.00
insoles,0,0,0,0,0,0,26,0,0.00,0.00,0.00,0.00,0.00,0.00,11.41,0.00
drill,0,0,8,0,8,0,0,0,0.00,0.00,9.56,0.00,15.56,0.00,0.00,0.00
inductive,0,0,0,0,0,6,0,0,0.00,0.00,0.00,0.00,0.00,12.49,0.00,0.00
certificates,0,0,8,0,8,0,0,0,0.00,0.00,9.56,0.00,15.56,0.00,0.00,0.00
rotate,0,0,5,4,1,1,0,0,0.00,0.00,5.98,12.41,1.95,2.08,0.00,0.00
flat,2,0,1,1,0,0,0,0,19.08,0.00,1.20,3.10,0.00,0.00,0.00,0.00
remote,0,0,3,3,0,10,2,0,0.00,0.00,3.59,9.31,0.00,20.81,0.88,0.00
scores,0,19,2,0,2,0,6,0,0.00,37.20,2.39,0.00,3.89,0.00,2.63,0.00
phrase,2,0,0,0,0,0,3,0,19.08,0.00,0.00,0.00,0.00,0.00,1.32,0.00
def,0,10,15,15,0,0,0,0,0.00,19.58,17.93,46.53,0.00,0.00,0.00,0.00
one-word,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
python,0,18,23,22,1,4,0,0,0.00,35.24,27.50,68.24,1.95,8.32,0.00,0.00
pre-migration,0,0,8,0,8,0,0,0,0.00,0.00,9.56,0.00,15.56,0.00,0.00,0.00
quantity,0,0,0,0,0,6,4,0,0.00,0.00,0.00,0.00,0.00,12.49,1.76,0.00
registry,0,4,7,0,7,2,0,0,0.00,7.83,8.37,0.00,13.62,4.16,0.00,0.00
concise,0,0,9,7,2,0,0,0,0.00,0.00,10.76,21.71,3.89,0.00,0.00,0.00
sum,0,6,5,5,0,3,0,0,0.00,11.75,5.98,15.51,0.00,6.24,0.00,0.00
bows,0,0,0,0,0,10,0,0,0.00,0.00,0.00,0.00,0.00,20.81,0.00,0.00
drain,0,0,8,0,8,0,2,0,0.00,0.00,9.56,0.00,15.56,0.00,0.88,0.00
hinternet,0,0,4,4,0,0,0,0,0.00,0.00,4.78,12.41,0.00,0.00,0.00,0.00
intersection,0,0,4,4,0,0,0,0,0.00,0.00,4.78,12.41,0.00,0.00,0.00,0.00
comma-separated,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
desired,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
query,0,5,35,21,14,0,0,0,0.00,9.79,41.84,65.14,27.23,0.00,0.00,0.00
portal,0,0,24,0,24,1,0,0,0.00,0.00,28.69,0.00,46.68,2.08,0.00,0.00
wed,0,0,0,0,0,5,0,0,0.00,0.00,0.00,0.00,0.00,10.41,0.00,0.00
gin,0,0,9,0,9,0,0,0,0.00,0.00,10.76,0.00,17.51,0.00,0.00,0.00
ing,0,0,5,5,0,0,0,0,0.00,0.00,5.98,15.51,0.00,0.00,0.00,0.00
thou,0,0,0,0,0,8,0,0,0.00,0.00,0.00,0.00,0.00,16.65,0.00,0.00
vendor,0,1,0,0,0,6,0,0,0.00,1.96,0.00,0.00,0.00,12.49,0.00,0.00
fetchone,0,0,4,4,0,0,0,0,0.00,0.00,4.78,12.41,0.00,0.00,0.00,0.00
reagents,0,0,8,0,8,0,0,0,0.00,0.00,9.56,0.00,15.56,0.00,0.00,0.00
explanatory,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
analyze,0,1,9,0,9,0,0,0,0.00,1.96,10.76,0.00,17.51,0.00,0.00,0.00
swallow,3,0,0,0,0,2,0,0,28.63,0.00,0.00,0.00,0.00,4.16,0.00,0.00
log,0,17,8,0,8,0,0,0,0.00,33.28,9.56,0.00,15.56,0.00,0.00,0.00
tls,0,0,6,0,6,0,0,0,0.00,0.00,7.17,0.00,11.67,0.00,0.00,0.00
primer,0,8,0,0,0,0,0,0,0.00,15.66,0.00,0.00,0.00,0.00,0.00,0.00
faster,0,3,6,0,6,0,0,0,0.00,5.87,7.17,0.00,11.67,0.00,0.00,0.00
optional,0,13,27,27,0,0,2,0,0.00,25.45,32.28,83.75,0.00,0.00,0.88,0.00
header,0,0,2,2,0,8,0,0,0.00,0.00,2.39,6.20,0.00,16.65,0.00,0.00
orthotics,0,0,0,0,0,0,28,0,0.00,0.00,0.00,0.00,0.00,0.00,12.29,0.00
assign,0,8,1,1,0,0,0,0,0.00,15.66,1.20,3.10,0.00,0.00,0.00,0.00
update,0,6,21,1,20,0,0,0,0.00,11.75,25.10,3.10,38.90,0.00,0.00,0.00
manifest,0,8,4,0,4,5,0,0,0.00,15.66,4.78,0.00,7.78,10.41,0.00,0.00
wardens,0,0,16,0,16,0,0,0,0.00,0.00,19.13,0.00,31.12,0.00,0.00,0.00
count,2,5,11,8,3,4,1,0,19.08,9.79,13.15,24.81,5.84,8.32,0.44,0.00
expiry,0,0,8,0,8,0,0,0,0.00,0.00,9.56,0.00,15.56,0.00,0.00,0.00
yolov,0,0,6,0,6,0,0,0,0.00,0.00,7.17,0.00,11.67,0.00,0.00,0.00
orders,0,0,37,8,29,0,0,0,0.00,0.00,44.23,24.81,56.41,0.00,0.00,0.00
bool,0,4,4,4,0,0,0,0,0.00,7.83,4.78,12.41,0.00,0.00,0.00,0.00
queries,0,0,7,4,3,4,0,0,0.00,0.00,8.37,12.41,5.84,8.32,0.00,0.00
dntps,0,8,4,0,4,0,0,0,0.00,15.66,4.78,0.00,7.78,0.00,0.00,0.00
schema,0,0,8,4,4,3,0,0,0.00,0.00,9.56,12.41,7.78,6.24,0.00,0.00
contractions,0,2,2,0,2,8,0,0,0.00,3.92,2.39,0.00,3.89,16.65,0.00,0.00
cold-start,0,5,7,0,7,0,0,0,0.00,9.79,8.37,0.00,13.62,0.00,0.00,0.00
honorable,0,0,0,0,0,9,0,0,0.00,0.00,0.00,0.00,0.00,18.73,0.00,0.00
powershell,0,0,5,5,0,0,0,0,0.00,0.00,5.98,15.51,0.00,0.00,0.00,0.00
priya,0,0,0,0,0,5,0,0,0.00,0.00,0.00,0.00,0.00,10.41,0.00,0.00
grpc,0,0,0,0,0,10,0,0,0.00,0.00,0.00,0.00,0.00,20.81,0.00,0.00
backup,0,9,3,0,3,2,0,0,0.00,17.62,3.59,0.00,5.84,4.16,0.00,0.00
spec,0,0,8,0,8,0,0,0,0.00,0.00,9.56,0.00,15.56,0.00,0.00,0.00
comprehension,0,5,0,0,0,0,0,0,0.00,9.79,0.00,0.00,0.00,0.00,0.00,0.00
markdown,0,0,0,0,0,8,0,0,0.00,0.00,0.00,0.00,0.00,16.65,0.00,0.00
oct,0,0,0,0,0,7,0,0,0.00,0.00,0.00,0.00,0.00,14.57,0.00,0.00
